nome,sobrenome,idade,sexo,compra,ano,pagamento
Davi,Ribeiro,32,M,5803,2020,credito
Helena,Oliveira,31,F,5553,2015,debito
Laura,Santos,22,F,4428,2009,credito
Alice,Souza,35,F,1725,2020,debito
Alice,Pereira,53,F,2335,2017,credito
Samuel,Martins,46,M,7761,2005,debito
Davi,Ribeiro,47,M,7390,2011,dinheiro
Heitor,Souza,49,M,6730,2010,dinheiro
Valentina,Pereira,47,F,3023,2012,debito
Arthur,Alves,38,M,2538,2016,dinheiro
Davi,Alves,68,M,5009,2018,debito
Heitor,Rodrigues,43,M,9117,2013,dinheiro
Heitor,Oliveira,52,M,7461,2014,credito
Theo,Silva,49,M,8044,2019,credito
Heloisa,Soares,23,F,9169,2013,credito
Heloisa,Gomes,60,F,1443,2011,debito
Bernardo,Soares,66,M,9569,2006,dinheiro
Davi,Alves,28,M,8264,2009,debito
Maria,Alves,62,F,7988,2010,dinheiro
Maria,Gomes,33,F,7179,2008,debito
Valentina,Ribeiro,47,F,1127,2012,credito
Davi,Ferreira,59,M,9877,2014,debito
Sophia,Alves,30,F,5156,2019,debito
Sophia,Oliveira,61,F,2034,2009,credito
Miguel,Alves,34,M,687,2017,dinheiro
Maria,Pereira,47,F,5683,2009,debito
Davi,Ribeiro,48,M,8472,2011,credito
Gabriel,Oliveira,65,M,7125,2013,dinheiro
Theo,Rodrigues,61,M,1212,2007,credito
Gabriel,Alves,23,M,9477,2017,debito
Maria,Soares,24,F,696,2007,dinheiro
Gabriel,Pereira,42,M,4145,2016,dinheiro
Gael,Rodrigues,47,M,6662,2012,dinheiro
Alice,Soares,18,F,7832,2016,debito
Davi,Maia,34,M,2193,2017,dinheiro
Sophia,Gomes,36,F,6235,2008,credito
Laura,Alves,45,F,7647,2014,dinheiro
Alice,Maia,57,F,7054,2019,dinheiro
Sophia,Rodrigues,68,F,4479,2008,dinheiro
Alice,Silva,59,F,9284,2020,debito
Gael,Ribeiro,42,M,4231,2015,dinheiro
Heitor,Gomes,49,M,4313,2008,debito
Miguel,Souza,34,M,7826,2013,debito
Valentina,Oliveira,28,F,1600,2015,debito
Helena,Alves,45,F,5919,2010,debito
Sophia,Ribeiro,34,F,8074,2018,credito
Gabriel,Alves,67,M,794,2009,dinheiro
Gael,Gomes,67,M,2962,2006,dinheiro
Laura,Gomes,68,F,5303,2011,debito
Gael,Pereira,58,M,8367,2017,credito
Gael,Gomes,22,M,3521,2010,credito
Heitor,Santos,24,M,919,2010,dinheiro
Miguel,Souza,22,M,8452,2006,dinheiro
Arthur,Martins,38,M,3473,2017,debito
Gael,Rodrigues,65,M,8314,2017,debito
Heloisa,Rodrigues,49,F,4309,2006,credito
Laura,Silva,51,F,904,2017,debito
Maria,Pereira,69,F,7803,2016,debito
Samuel,Ribeiro,36,M,2471,2015,dinheiro
Miguel,Pereira,49,M,2918,2007,debito
Heloisa,Ferreira,66,F,8626,2007,dinheiro
Miguel,Martins,36,M,9755,2010,credito
Sophia,Alves,37,F,1225,2011,credito
Miguel,Santos,58,M,6625,2007,credito
Gael,Alves,18,M,8343,2013,debito
Theo,Maia,32,M,2052,2008,dinheiro
Sophia,Ribeiro,23,F,4128,2019,debito
Arthur,Ferreira,41,M,9789,2015,debito
Heloisa,Martins,33,F,5201,2009,credito
Alice,Alves,20,F,2150,2016,dinheiro
Alice,Alves,36,F,2730,2019,dinheiro
Gabriel,Maia,26,M,5243,2007,dinheiro
Davi,Silva,44,M,5971,2012,dinheiro
Valentina,Martins,51,F,6753,2014,dinheiro
Davi,Alves,52,M,5095,2007,dinheiro
Alice,Maia,25,F,4199,2012,debito
Gabriel,Martins,19,M,7201,2018,dinheiro
Sophia,Alves,23,F,1203,2011,debito
Helena,Ribeiro,31,F,8359,2015,credito
Sophia,Soares,33,F,4118,2017,debito
Gael,Ribeiro,39,M,8917,2014,debito
Valentina,Pereira,67,F,1054,2013,debito
Miguel,Pereira,23,M,5706,2006,dinheiro
Theo,Maia,38,M,7693,2007,dinheiro
Theo,Alves,27,M,3171,2019,credito
Maria,Oliveira,57,F,3340,2011,dinheiro
Heitor,Oliveira,18,M,3731,2015,debito
Helena,Alves,41,F,3530,2006,debito
Gabriel,Soares,44,M,3998,2008,credito
Samuel,Alves,70,M,2856,2017,dinheiro
Laura,Ferreira,67,F,5332,2011,dinheiro
Gael,Rodrigues,24,M,9073,2005,debito
Bernardo,Maia,62,M,8050,2007,dinheiro
Helena,Ribeiro,69,F,5442,2015,credito
Helena,Soares,42,F,5676,2009,dinheiro
Arthur,Silva,28,M,8910,2007,debito
Helena,Souza,59,F,9015,2006,dinheiro
Arthur,Ferreira,59,M,849,2015,credito
Valentina,Ribeiro,66,F,3151,2014,dinheiro
Laura,Alves,32,F,4233,2017,credito
Arthur,Pereira,48,M,7212,2018,debito
Sophia,Maia,52,F,6309,2009,debito
Arthur,Martins,65,M,9284,2017,dinheiro
Heloisa,Pereira,48,F,7054,2019,credito
Bernardo,Ribeiro,38,M,6392,2008,dinheiro
Helena,Soares,45,F,4299,2009,credito
Alice,Maia,32,F,2034,2010,dinheiro
Davi,Soares,48,M,4887,2012,debito
Arthur,Oliveira,62,M,7876,2005,debito
Sophia,Oliveira,44,F,3294,2013,debito
Davi,Ribeiro,40,M,9028,2014,credito
Valentina,Santos,19,F,8839,2012,credito
Davi,Ferreira,52,M,7076,2014,debito
Maria,Ferreira,56,F,6518,2012,debito
Arthur,Souza,21,M,3640,2010,debito
Gabriel,Gomes,48,M,9385,2020,dinheiro
Maria,Ribeiro,67,F,5319,2016,debito
Miguel,Souza,43,M,3737,2012,debito
Bernardo,Maia,48,M,5219,2020,dinheiro
Heitor,Gomes,32,M,7986,2016,credito
Valentina,Alves,23,F,7431,2019,debito
Bernardo,Martins,25,M,4715,2005,dinheiro
Sophia,Martins,38,F,9921,2012,debito
Miguel,Martins,41,M,5973,2014,credito
Heitor,Pereira,55,M,7232,2016,debito
Laura,Martins,19,F,3025,2014,credito
Gabriel,Alves,23,M,3157,2015,credito
Arthur,Gomes,29,M,5045,2014,credito
Samuel,Souza,25,M,2434,2007,credito
Heloisa,Soares,49,F,7305,2007,debito
Heloisa,Silva,60,F,9480,2010,credito
Bernardo,Martins,70,M,8351,2015,debito
Davi,Oliveira,30,M,4658,2018,credito
Arthur,Soares,47,M,2383,2019,credito
Theo,Pereira,70,M,4263,2008,credito
Maria,Santos,24,F,8769,2015,credito
Valentina,Silva,33,F,5697,2008,credito
Theo,Ferreira,68,M,1313,2017,debito
Valentina,Souza,33,F,1804,2012,debito
Bernardo,Ribeiro,20,M,4447,2010,credito
Miguel,Souza,50,M,4477,2014,dinheiro
Miguel,Martins,52,M,4600,2011,credito
Laura,Rodrigues,19,F,2332,2013,credito
Valentina,Ribeiro,41,F,8724,2006,credito
Arthur,Gomes,24,M,7014,2007,dinheiro
Laura,Rodrigues,22,F,4620,2014,dinheiro
Valentina,Santos,69,F,1931,2018,debito
Davi,Ribeiro,70,M,9526,2005,dinheiro
Gael,Maia,37,M,9302,2014,dinheiro
Theo,Soares,33,M,6005,2010,debito
Davi,Santos,57,M,3173,2014,debito
Heitor,Pereira,63,M,8941,2018,debito
Miguel,Ribeiro,52,M,4031,2019,debito
Gael,Ribeiro,42,M,5939,2014,debito
Arthur,Souza,68,M,8270,2011,credito
Bernardo,Soares,21,M,5454,2013,credito
Miguel,Soares,56,M,878,2020,dinheiro
Gabriel,Souza,70,M,8294,2020,dinheiro
Alice,Silva,20,F,9379,2018,debito
Theo,Gomes,61,M,1107,2018,credito
Alice,Alves,42,F,8596,2011,dinheiro
Samuel,Rodrigues,66,M,5717,2015,debito
Davi,Alves,64,M,4209,2009,debito
Gabriel,Gomes,70,M,7774,2018,dinheiro
Bernardo,Alves,41,M,2461,2012,debito
Davi,Silva,41,M,7440,2019,debito
Valentina,Maia,24,F,2559,2006,dinheiro
Theo,Gomes,69,M,8395,2005,dinheiro
Gabriel,Souza,58,M,5743,2011,dinheiro
Miguel,Santos,24,M,8011,2011,credito
Laura,Rodrigues,47,F,3421,2016,debito
Sophia,Oliveira,55,F,8150,2014,dinheiro
Valentina,Soares,39,F,9592,2007,debito
Valentina,Rodrigues,65,F,5037,2015,debito
Heitor,Souza,47,M,8947,2010,credito
Arthur,Martins,45,M,6623,2016,dinheiro
Theo,Rodrigues,45,M,5946,2014,dinheiro
Miguel,Alves,24,M,551,2011,dinheiro
Samuel,Alves,68,M,9226,2016,debito
Sophia,Ferreira,35,F,771,2013,debito
Arthur,Alves,61,M,2545,2017,dinheiro
Arthur,Ferreira,26,M,7443,2005,credito
Davi,Maia,48,M,5271,2007,credito
Laura,Santos,38,F,527,2018,credito
Heloisa,Santos,28,F,9643,2016,credito
Gael,Souza,27,M,1100,2008,credito
Laura,Gomes,27,F,2756,2008,credito
Arthur,Oliveira,66,M,865,2019,credito
Alice,Gomes,23,F,7967,2016,debito
Laura,Silva,66,F,9845,2019,credito
Theo,Pereira,26,M,3057,2008,debito
Theo,Alves,69,M,8470,2007,dinheiro
Davi,Pereira,64,M,3499,2013,debito
Miguel,Maia,28,M,6832,2008,credito
Gael,Ribeiro,24,M,5073,2007,credito
Heitor,Rodrigues,34,M,3748,2008,credito
Heitor,Oliveira,35,M,1096,2018,dinheiro
Heloisa,Silva,21,F,2589,2019,debito
Heloisa,Alves,48,F,984,2013,credito
Davi,Soares,28,M,8645,2019,dinheiro
Alice,Soares,50,F,4985,2014,credito
Sophia,Alves,41,F,7933,2020,debito
Arthur,Santos,54,M,2166,2009,dinheiro
Gael,Maia,28,M,7573,2013,dinheiro
Heitor,Maia,20,M,4387,2011,debito
Heloisa,Soares,39,F,6355,2017,credito
Maria,Oliveira,24,F,1324,2015,dinheiro
Heitor,Santos,69,M,8885,2019,credito
Laura,Maia,44,F,3245,2012,debito
Davi,Souza,21,M,2467,2007,debito
Laura,Martins,40,F,5384,2014,debito
Davi,Silva,50,M,1409,2016,debito
Laura,Oliveira,47,F,3846,2007,credito
Laura,Alves,60,F,3666,2006,debito
Miguel,Souza,61,M,1427,2005,credito
Bernardo,Alves,19,M,9530,2007,credito
Samuel,Soares,53,M,7759,2015,credito
Samuel,Silva,23,M,7399,2019,credito
Theo,Alves,53,M,4643,2017,credito
Valentina,Alves,54,F,1623,2019,debito
Arthur,Ferreira,31,M,3844,2020,debito
Gael,Alves,27,M,1420,2005,debito
Helena,Rodrigues,56,F,3612,2019,dinheiro
Sophia,Ferreira,68,F,5972,2005,debito
Gabriel,Oliveira,48,M,5776,2018,debito
Arthur,Souza,45,M,8504,2012,credito
Maria,Ferreira,41,F,2569,2014,dinheiro
Helena,Soares,24,F,8599,2017,debito
Heitor,Martins,33,M,8787,2010,dinheiro
Laura,Santos,30,F,9015,2018,credito
Heitor,Silva,35,M,3843,2013,credito
Theo,Santos,61,M,3405,2020,dinheiro
Samuel,Alves,22,M,7326,2020,credito
Sophia,Soares,45,F,9494,2017,credito
Laura,Alves,48,F,8661,2013,debito
Alice,Gomes,35,F,599,2012,debito
Theo,Santos,31,M,7662,2016,credito
Davi,Pereira,22,M,6036,2016,credito
Bernardo,Rodrigues,32,M,2599,2016,debito
Gael,Santos,30,M,2908,2018,credito
Valentina,Ribeiro,20,F,3389,2012,debito
Arthur,Souza,28,M,7792,2013,credito
Miguel,Pereira,18,M,7937,2017,debito
Sophia,Souza,66,F,5830,2016,credito
Laura,Oliveira,37,F,9911,2013,dinheiro
Alice,Soares,29,F,9932,2009,dinheiro
Gabriel,Alves,22,M,3530,2013,credito
Samuel,Gomes,46,M,4255,2005,dinheiro
Valentina,Rodrigues,27,F,1140,2006,dinheiro
Alice,Santos,64,F,4582,2015,dinheiro
Theo,Soares,53,M,2691,2020,credito
Theo,Maia,65,M,3689,2008,credito
Gael,Ribeiro,35,M,7653,2008,dinheiro
Arthur,Ribeiro,41,M,7583,2013,dinheiro
Theo,Rodrigues,20,M,3651,2020,debito
Laura,Martins,32,F,2596,2014,dinheiro
Laura,Silva,27,F,5750,2012,debito
Maria,Silva,42,F,8452,2014,credito
Gael,Alves,56,M,2622,2011,dinheiro
Miguel,Ribeiro,20,M,2084,2014,credito
Gael,Gomes,34,M,1293,2019,credito
Gabriel,Santos,48,M,6800,2007,debito
Sophia,Alves,55,F,5482,2019,dinheiro
Gael,Gomes,46,M,2126,2008,debito
Theo,Martins,19,M,7083,2018,debito
Theo,Ribeiro,23,M,6783,2005,debito
Laura,Maia,29,F,7586,2017,debito
Samuel,Silva,34,M,9887,2020,debito
Heloisa,Ribeiro,56,F,6560,2016,debito
Arthur,Gomes,44,M,2317,2019,dinheiro
Alice,Soares,43,F,1553,2017,dinheiro
Bernardo,Souza,35,M,2588,2008,dinheiro
Alice,Ribeiro,29,F,3149,2018,debito
Sophia,Maia,27,F,5346,2006,credito
Miguel,Santos,50,M,7767,2008,credito
Miguel,Ferreira,38,M,1646,2007,credito
Laura,Santos,61,F,986,2006,dinheiro
Alice,Alves,31,F,2403,2016,dinheiro
Maria,Ribeiro,64,F,7752,2013,debito
Heitor,Souza,34,M,9571,2011,debito
Theo,Santos,52,M,7582,2012,debito
Miguel,Ribeiro,19,M,2275,2005,credito
Maria,Soares,68,F,8194,2019,debito
Alice,Silva,37,F,2407,2009,debito
Samuel,Gomes,48,M,7809,2007,credito
Theo,Santos,57,M,7248,2011,debito
Maria,Oliveira,69,F,5275,2007,credito
Valentina,Gomes,23,F,9655,2010,credito
Heitor,Gomes,40,M,1726,2009,credito
Sophia,Silva,66,F,9308,2014,credito
Bernardo,Ferreira,27,M,9336,2007,debito
Bernardo,Rodrigues,54,M,6690,2011,debito
Heitor,Alves,25,M,2949,2007,debito
Miguel,Alves,27,M,1318,2014,debito
Heloisa,Alves,69,F,5265,2015,credito
Arthur,Gomes,57,M,1984,2008,credito
Davi,Maia,65,M,585,2006,credito
Arthur,Soares,44,M,6117,2005,dinheiro
Alice,Pereira,37,F,9496,2009,debito
Sophia,Alves,60,F,8260,2006,debito
Theo,Martins,23,M,6269,2010,credito
Gabriel,Souza,35,M,7364,2007,debito
Samuel,Martins,62,M,8123,2012,credito
Theo,Pereira,66,M,9663,2014,debito
Davi,Oliveira,49,M,7029,2007,debito
Laura,Ribeiro,65,F,7991,2011,credito
Bernardo,Pereira,25,M,9206,2007,dinheiro
Bernardo,Ribeiro,32,M,7910,2010,credito
Gabriel,Santos,67,M,3661,2010,credito
Gael,Maia,27,M,9710,2018,dinheiro
Heitor,Ferreira,52,M,1937,2019,dinheiro
Bernardo,Gomes,24,M,9397,2009,debito
Bernardo,Oliveira,36,M,1940,2012,dinheiro
Heloisa,Santos,67,F,8709,2019,credito
Laura,Soares,27,F,1462,2008,dinheiro
Sophia,Alves,42,F,2994,2013,debito
Bernardo,Alves,55,M,959,2016,debito
Bernardo,Pereira,67,M,3362,2007,credito
Alice,Gomes,25,F,2105,2007,debito
Maria,Alves,27,F,1489,2012,debito
Samuel,Maia,24,M,6145,2012,dinheiro
Arthur,Alves,64,M,1630,2016,dinheiro
Helena,Oliveira,34,F,9276,2019,dinheiro
Theo,Ribeiro,38,M,3923,2019,dinheiro
Maria,Soares,52,F,9590,2016,credito
Davi,Rodrigues,23,M,575,2008,credito
Valentina,Maia,39,F,2272,2019,debito
Valentina,Alves,33,F,9259,2017,credito
Laura,Maia,37,F,8107,2013,credito
Miguel,Silva,51,M,3664,2009,debito
Bernardo,Rodrigues,39,M,9508,2019,credito
Gabriel,Silva,51,M,2935,2012,credito
Samuel,Martins,27,M,7207,2005,debito
Alice,Santos,31,F,8726,2005,debito
Bernardo,Alves,44,M,6778,2007,credito
Gael,Silva,65,M,2352,2005,dinheiro
Gael,Oliveira,53,M,8913,2008,credito
Samuel,Alves,40,M,8873,2008,dinheiro
Valentina,Oliveira,26,F,5156,2007,credito
Heitor,Soares,40,M,6302,2017,debito
Heloisa,Maia,57,F,8986,2011,debito
Sophia,Pereira,33,F,8267,2019,credito
Maria,Alves,34,F,3889,2019,debito
Samuel,Oliveira,39,M,7250,2017,debito
Valentina,Oliveira,31,F,4015,2014,dinheiro
Bernardo,Alves,54,M,9414,2020,credito
Maria,Gomes,68,F,4195,2017,credito
Gael,Rodrigues,40,M,4058,2015,credito
Bernardo,Rodrigues,46,M,3031,2006,dinheiro
Gael,Oliveira,25,M,6537,2007,dinheiro
Sophia,Silva,46,F,9806,2019,credito
Alice,Alves,31,F,944,2012,credito
Bernardo,Santos,20,M,2948,2013,dinheiro
Theo,Rodrigues,53,M,9916,2008,credito
Gael,Oliveira,47,M,1628,2017,dinheiro
Samuel,Gomes,35,M,3382,2008,credito
Laura,Santos,49,F,4106,2015,credito
Heloisa,Oliveira,48,F,3809,2020,debito
Samuel,Martins,43,M,693,2009,dinheiro
Maria,Soares,35,F,8597,2013,dinheiro
Heloisa,Silva,35,F,4429,2005,debito
Gael,Gomes,70,M,4549,2009,debito
Valentina,Oliveira,56,F,7419,2011,dinheiro
Davi,Soares,45,M,5738,2017,credito
Valentina,Alves,69,F,5374,2019,debito
Alice,Alves,49,F,4976,2012,debito
Laura,Maia,39,F,1975,2017,credito
Heitor,Soares,54,M,3206,2007,dinheiro
Gabriel,Alves,63,M,4417,2016,dinheiro
Gabriel,Silva,23,M,4450,2013,dinheiro
Miguel,Martins,58,M,1625,2014,debito
Alice,Soares,40,F,8878,2017,debito
Gael,Silva,60,M,1564,2019,credito
Helena,Martins,50,F,1430,2005,debito
Alice,Alves,56,F,6675,2008,dinheiro
Samuel,Gomes,55,M,5606,2016,dinheiro
Maria,Alves,20,F,2971,2005,dinheiro
Bernardo,Gomes,21,M,8449,2017,debito
Arthur,Gomes,19,M,4516,2020,debito
Valentina,Pereira,38,F,8767,2007,dinheiro
Bernardo,Ribeiro,37,M,3745,2017,debito
Gael,Soares,70,M,7381,2009,credito
Miguel,Oliveira,44,M,775,2011,credito
Heloisa,Silva,55,F,1541,2006,debito
Heitor,Soares,61,M,8508,2011,credito
Gael,Rodrigues,45,M,602,2013,dinheiro
Bernardo,Oliveira,34,M,6482,2007,debito
Laura,Alves,22,F,6660,2006,debito
Laura,Gomes,35,F,809,2006,credito
Heloisa,Souza,19,F,9036,2006,dinheiro
Heitor,Souza,20,M,2454,2009,credito
Gael,Oliveira,70,M,9456,2019,dinheiro
Alice,Santos,21,F,3376,2006,credito
Arthur,Santos,30,M,8204,2005,dinheiro
Davi,Souza,44,M,6783,2009,dinheiro
Bernardo,Alves,30,M,1711,2008,dinheiro
Miguel,Ribeiro,70,M,7353,2015,credito
Miguel,Alves,49,M,7533,2009,debito
Samuel,Souza,38,M,8597,2016,debito
Helena,Maia,31,F,4274,2013,credito
Maria,Pereira,67,F,2095,2012,dinheiro
Samuel,Gomes,40,M,1057,2010,debito
Heitor,Ferreira,63,M,9179,2011,debito
Bernardo,Martins,27,M,5354,2009,debito
Arthur,Santos,39,M,2485,2005,credito
Heitor,Soares,42,M,2775,2020,credito
Theo,Santos,55,M,7881,2017,debito
Gael,Gomes,44,M,5977,2008,dinheiro
Valentina,Oliveira,52,F,5989,2010,dinheiro
Samuel,Pereira,42,M,2060,2008,dinheiro
Valentina,Santos,39,F,2578,2014,debito
Davi,Ribeiro,24,M,8300,2012,debito
Gabriel,Pereira,44,M,572,2019,dinheiro
Alice,Martins,54,F,2988,2016,credito
Bernardo,Pereira,61,M,3530,2005,dinheiro
Heitor,Alves,60,M,6959,2012,credito
Valentina,Alves,24,F,9354,2005,debito
Heloisa,Silva,42,F,2862,2006,dinheiro
Heitor,Ribeiro,50,M,3280,2018,credito
Heitor,Santos,46,M,9152,2019,credito
Sophia,Ferreira,66,F,1327,2011,credito
Valentina,Alves,67,F,3421,2018,credito
Theo,Pereira,30,M,1582,2011,credito
Arthur,Souza,27,M,2124,2014,credito
Samuel,Silva,61,M,6107,2013,dinheiro
Samuel,Ferreira,59,M,7209,2011,credito
Samuel,Alves,57,M,2479,2014,debito
Arthur,Martins,55,M,2427,2010,dinheiro
Samuel,Souza,32,M,3034,2005,dinheiro
Gabriel,Gomes,43,M,5767,2018,credito
Arthur,Ferreira,32,M,2432,2005,credito
Heloisa,Alves,30,F,8642,2013,credito
Arthur,Gomes,44,M,5479,2007,dinheiro
Gael,Souza,26,M,9703,2019,debito
Miguel,Alves,46,M,1629,2005,debito
Davi,Ribeiro,59,M,4847,2016,debito
Miguel,Ribeiro,50,M,998,2009,debito
Helena,Oliveira,57,F,1957,2009,dinheiro
Alice,Souza,39,F,667,2016,debito
Davi,Soares,68,M,6595,2012,dinheiro
Arthur,Alves,68,M,8511,2018,credito
Gael,Santos,62,M,3966,2018,debito
Heitor,Martins,39,M,3589,2018,credito
Gabriel,Martins,64,M,3075,2014,debito
Maria,Ferreira,24,F,2810,2016,debito
Maria,Rodrigues,45,F,8424,2007,dinheiro
Heloisa,Silva,22,F,9684,2007,dinheiro
Helena,Alves,63,F,1740,2011,dinheiro
Alice,Rodrigues,69,F,867,2006,credito
Maria,Oliveira,41,F,4555,2011,debito
Sophia,Souza,59,F,8507,2016,credito
Miguel,Alves,54,M,5133,2018,debito
Davi,Gomes,54,M,8270,2012,credito
Bernardo,Ferreira,56,M,5233,2014,dinheiro
Miguel,Ribeiro,59,M,9992,2011,debito
Maria,Alves,38,F,3768,2015,debito
Gabriel,Maia,59,M,7636,2008,dinheiro
Miguel,Gomes,38,M,2505,2007,dinheiro
Helena,Rodrigues,69,F,6985,2006,dinheiro
Heloisa,Ferreira,49,F,4652,2018,debito
Davi,Soares,46,M,7675,2018,dinheiro
Theo,Gomes,52,M,8954,2018,debito
Samuel,Gomes,62,M,4795,2010,debito
Bernardo,Ferreira,51,M,3360,2013,debito
Valentina,Alves,31,F,8505,2014,dinheiro
Heloisa,Ferreira,52,F,6688,2008,debito
Theo,Alves,30,M,4061,2012,dinheiro
Samuel,Ribeiro,57,M,2588,2013,debito
Miguel,Ferreira,61,M,3141,2015,dinheiro
Heloisa,Martins,33,F,896,2011,dinheiro
Valentina,Maia,49,F,4629,2012,credito
Heitor,Ferreira,52,M,7572,2011,dinheiro
Arthur,Santos,37,M,709,2009,debito
Helena,Alves,40,F,8509,2013,credito
Maria,Souza,24,F,6093,2012,debito
Alice,Santos,26,F,2620,2020,debito
Bernardo,Maia,22,M,1256,2016,debito
Maria,Ferreira,34,F,1266,2007,credito
Bernardo,Souza,22,M,2297,2005,debito
Laura,Silva,24,F,8046,2012,debito
Heloisa,Alves,60,F,5583,2013,credito
Valentina,Maia,36,F,2363,2011,debito
Helena,Gomes,61,F,1940,2016,credito
Theo,Alves,32,M,812,2017,credito
Heitor,Martins,45,M,3486,2009,debito
Heitor,Oliveira,52,M,3480,2012,credito
Alice,Rodrigues,65,F,1485,2019,debito
Maria,Pereira,60,F,2342,2014,credito
Theo,Oliveira,37,M,2933,2014,debito
Miguel,Silva,34,M,8156,2012,debito
Miguel,Martins,27,M,8585,2007,debito
Bernardo,Martins,34,M,7874,2011,debito
Alice,Silva,64,F,3709,2012,debito
Maria,Oliveira,62,F,3186,2008,credito
Valentina,Martins,60,F,8972,2008,dinheiro
Helena,Alves,66,F,3674,2011,credito
Gael,Martins,47,M,4380,2016,debito
Laura,Santos,38,F,734,2012,dinheiro
Theo,Rodrigues,60,M,9337,2016,debito
Maria,Alves,43,F,814,2020,credito
Sophia,Pereira,49,F,1067,2013,credito
Sophia,Martins,42,F,1418,2009,credito
Laura,Ferreira,28,F,3332,2019,credito
Davi,Silva,37,M,1308,2008,credito
Samuel,Gomes,32,M,3888,2006,dinheiro
Valentina,Silva,29,F,1772,2011,credito
Heitor,Alves,68,M,4718,2006,dinheiro
Gabriel,Santos,63,M,3088,2018,debito
Alice,Alves,38,F,8898,2010,dinheiro
Theo,Ferreira,47,M,555,2019,credito
Gael,Santos,57,M,9990,2015,credito
Helena,Soares,23,F,5128,2019,dinheiro
Samuel,Maia,51,M,6772,2016,dinheiro
Gabriel,Alves,19,M,692,2011,credito
Valentina,Ferreira,54,F,1709,2017,credito
Bernardo,Gomes,49,M,6638,2015,credito
Helena,Rodrigues,67,F,4391,2019,dinheiro
Valentina,Oliveira,37,F,5863,2020,debito
Heloisa,Soares,25,F,2594,2008,dinheiro
Maria,Ribeiro,52,F,6096,2005,debito
Arthur,Maia,47,M,9608,2006,credito
Heloisa,Santos,51,F,1633,2008,dinheiro
Gabriel,Ferreira,28,M,4280,2018,debito
Bernardo,Alves,62,M,2927,2015,debito
Maria,Oliveira,19,F,3569,2019,credito
Helena,Silva,61,F,4706,2020,dinheiro
Bernardo,Souza,63,M,1574,2005,credito
Miguel,Soares,56,M,5406,2006,dinheiro
Heloisa,Ribeiro,57,F,4601,2007,dinheiro
Helena,Pereira,20,F,3491,2013,dinheiro
Heloisa,Alves,65,F,9622,2011,credito
Heloisa,Maia,35,F,4637,2009,debito
Samuel,Oliveira,70,M,8278,2008,credito
Heloisa,Rodrigues,18,F,9531,2011,debito
Arthur,Rodrigues,24,M,5317,2019,debito
Miguel,Soares,24,M,4190,2006,debito
Arthur,Martins,45,M,3679,2012,dinheiro
Laura,Ferreira,55,F,8162,2013,dinheiro
Bernardo,Gomes,25,M,1565,2013,dinheiro
Valentina,Alves,23,F,3542,2007,dinheiro
Gael,Pereira,30,M,1392,2016,dinheiro
Gabriel,Oliveira,67,M,6053,2009,credito
Heloisa,Martins,69,F,2330,2007,dinheiro
Theo,Gomes,62,M,6471,2015,credito
Heloisa,Santos,29,F,6426,2013,dinheiro
Maria,Soares,65,F,1705,2015,debito
Arthur,Maia,39,M,6829,2014,credito
Davi,Ferreira,42,M,7352,2007,credito
Helena,Rodrigues,63,F,9834,2014,debito
Heloisa,Santos,36,F,2814,2006,debito
Miguel,Pereira,67,M,7690,2014,dinheiro
Arthur,Silva,58,M,7078,2018,dinheiro
Helena,Pereira,24,F,2633,2007,dinheiro
Theo,Santos,27,M,1796,2014,debito
Valentina,Maia,62,F,8093,2018,credito
Miguel,Alves,42,M,3381,2014,dinheiro
Miguel,Maia,37,M,4386,2006,dinheiro
Davi,Santos,37,M,8278,2010,debito
Arthur,Oliveira,47,M,4725,2017,debito
Gabriel,Pereira,41,M,4739,2018,debito
Davi,Alves,26,M,797,2016,debito
Heitor,Ribeiro,23,M,2404,2014,credito
Alice,Rodrigues,32,F,6719,2010,debito
Gabriel,Alves,28,M,7931,2014,debito
Miguel,Ferreira,56,M,4269,2016,dinheiro
Theo,Rodrigues,59,M,3394,2010,debito
Gael,Maia,64,M,2353,2020,debito
Arthur,Ribeiro,52,M,1198,2019,debito
Valentina,Silva,67,F,4822,2020,dinheiro
Helena,Alves,62,F,1730,2006,debito
Valentina,Gomes,54,F,2618,2016,debito
Heloisa,Souza,52,F,8955,2020,debito
Laura,Martins,70,F,8219,2018,credito
Arthur,Ribeiro,20,M,6263,2016,dinheiro
Theo,Oliveira,62,M,4663,2009,credito
Heitor,Santos,68,M,6702,2013,debito
Heitor,Martins,27,M,9226,2014,debito
Heitor,Oliveira,65,M,9432,2010,dinheiro
Miguel,Alves,69,M,674,2009,dinheiro
Samuel,Ribeiro,38,M,969,2018,credito
Sophia,Rodrigues,42,F,7814,2020,debito
Davi,Alves,37,M,509,2019,debito
Maria,Alves,34,F,8906,2010,dinheiro
Heloisa,Alves,22,F,1222,2008,dinheiro
Alice,Maia,32,F,7394,2008,debito
Miguel,Ribeiro,52,M,9719,2011,debito
Helena,Oliveira,29,F,7050,2017,dinheiro
Theo,Soares,33,M,7125,2019,credito
Valentina,Pereira,53,F,590,2009,dinheiro
Miguel,Gomes,59,M,9253,2013,debito
Gabriel,Ferreira,20,M,2623,2019,debito
Maria,Santos,38,F,5195,2013,dinheiro
Valentina,Souza,70,F,4509,2010,dinheiro
Valentina,Silva,21,F,9728,2020,credito
Samuel,Gomes,28,M,3323,2012,credito
